ID,star_rating,helpful_votes,total_votes,calc,cacl,vine,verified_purchase
R2UFXBF8DU8AP0,4,24,29,0.827586207,TRUE,N,N
R2X1D873WGDYNO,4,23,29,0.793103448,TRUE,N,N
R3F4IJNG2KGIGL,4,25,29,0.862068966,TRUE,N,N
R3GEITS1P3BAZI,4,25,29,0.862068966,TRUE,N,Y
R3RQYOWGI131S1,4,29,29,1,TRUE,N,Y
R3UZFUDX2UDBS4,4,22,29,0.75862069,TRUE,N,N
R5GOA4VGP7LLN,4,27,29,0.931034483,TRUE,N,Y
RJ0V87SGJ5TXX,4,26,29,0.896551724,TRUE,N,Y
RJGLDU5VHQPG4,4,25,29,0.862068966,TRUE,N,Y
RTE37F7B11K4S,4,26,29,0.896551724,TRUE,N,N
RZI6VZMFHUEY1,4,28,29,0.965517241,TRUE,N,Y
R16LNABQMIZB6U,4,25,30,0.833333333,TRUE,N,N
R1IDJF07EX5VIM,4,25,30,0.833333333,TRUE,N,Y
R1NCBTNXNLYM51,4,19,30,0.633333333,TRUE,N,Y
R1YVC75MFCLMKU,4,26,30,0.866666667,TRUE,N,Y
R1YX17UYMU3J5G,4,26,30,0.866666667,TRUE,N,Y
R25AWBNU8EJGZL,4,23,30,0.766666667,TRUE,N,Y
R2JU4Y2SRFS5MP,4,19,30,0.633333333,TRUE,N,Y
R2OJDH1J7K5XFM,4,23,30,0.766666667,TRUE,N,N
R2UJI8LARCE9GF,4,28,30,0.933333333,TRUE,N,Y
R2ZGGATWQ0DUY0,4,25,30,0.833333333,TRUE,N,N
R3CWU870NOX99Z,4,28,30,0.933333333,TRUE,N,N
R3IW30YU3NNGJ5,4,26,30,0.866666667,TRUE,N,N
R8CXC0H7WHB6P,4,23,30,0.766666667,TRUE,N,N
RA097T44YZJ76,4,16,30,0.533333333,TRUE,N,N
RHPCJLEUQUHAB,4,20,30,0.666666667,TRUE,N,N
RQHJL0IMK5BP0,4,18,30,0.6,TRUE,N,N
RWO2ESXJAIQ1B,4,17,30,0.566666667,TRUE,N,Y
R191E05W2M1ZHK,4,29,31,0.935483871,TRUE,N,N
R1Y803Z82NX4II,4,25,31,0.806451613,TRUE,N,Y
R22DASHD5KY8NS,4,27,31,0.870967742,TRUE,N,N
R2QRWACWGBK67H,4,26,31,0.838709677,TRUE,N,Y
R2WL5J98JZRE38,4,19,31,0.612903226,TRUE,N,N
R3HNUDGJZWC2EY,4,17,31,0.548387097,TRUE,N,Y
R3NOQL0KSZAN8P,4,21,31,0.677419355,TRUE,N,Y
R3SSZNMVKDB3JR,4,21,31,0.677419355,TRUE,N,N
RKASTB2M53NBR,4,26,31,0.838709677,TRUE,N,Y
RNAJE50FZ0F2R,4,20,31,0.64516129,TRUE,N,N
R170J8ZVNHSLNB,4,19,32,0.59375,TRUE,N,Y
R17L2YAW2WXVTW,4,17,32,0.53125,TRUE,N,Y
R1KEM6VG4C1LUJ,4,30,32,0.9375,TRUE,N,Y
R1QOZKLZ24L59P,4,26,32,0.8125,TRUE,N,N
R1YOTZJ07JMPKG,4,22,32,0.6875,TRUE,N,N
R1ZIX7GJJVHA34,4,22,32,0.6875,TRUE,N,Y
R2JZXFBZ2MRGW,4,30,32,0.9375,TRUE,N,N
R30GOX3PG154RO,4,27,32,0.84375,TRUE,N,Y
R33T7X6L5KNVSC,4,28,32,0.875,TRUE,N,Y
R3AM9VBB0XO88R,4,19,32,0.59375,TRUE,N,Y
R3PUG8PIIN2SQZ,4,25,32,0.78125,TRUE,N,Y
R6HHABXAWG096,4,30,32,0.9375,TRUE,N,N
RF5OIVQM55B6M,4,30,32,0.9375,TRUE,N,N
RQEZ8Q9CCFK39,4,29,32,0.90625,TRUE,N,N
R27ICTLXQQJ3DL,4,24,33,0.727272727,TRUE,N,Y
R27TT4YVQARCB1,4,21,33,0.636363636,TRUE,N,N
R28EFKH12EA6XH,4,23,33,0.696969697,TRUE,N,N
R2911MC48EDWER,4,29,33,0.878787879,TRUE,N,N
R2CL7TSPX3MVUL,4,33,33,1,TRUE,N,Y
R2T3AQOIKV3G4J,4,30,33,0.909090909,TRUE,N,N
R32FF7SRUAXC2T,4,18,33,0.545454545,TRUE,N,Y
R34HVV9AKHQAS0,4,24,33,0.727272727,TRUE,N,N
R3P7KDJELU4X61,4,32,33,0.96969697,TRUE,N,Y
R7O8IOOT8LSJ0,4,28,33,0.848484848,TRUE,N,Y
RCYR18UGTJASC,4,25,33,0.757575758,TRUE,N,Y
RHXRIX7O2UP9K,4,30,33,0.909090909,TRUE,N,N
RQWE7AN2MJ1S2,4,32,33,0.96969697,TRUE,N,Y
RXH2C2GDBXYB4,4,26,33,0.787878788,TRUE,N,Y
R1BQ8XK93NEQE1,4,30,34,0.882352941,TRUE,N,N
R1GCEDQJA6DMU8,4,22,34,0.647058824,TRUE,N,N
R1K5VTQQGLFG3D,4,29,34,0.852941176,TRUE,N,Y
R2G9FQ88S8C6DI,4,25,34,0.735294118,TRUE,N,Y
R2IJDYODR3SNTX,4,23,34,0.676470588,TRUE,N,N
R2L3O0PIU85UQC,4,34,34,1,TRUE,N,Y
R3LX5EDV52AMRN,4,28,34,0.823529412,TRUE,N,N
R4WL2B8UGIIG4,4,30,34,0.882352941,TRUE,N,Y
R6THYSVKM70FK,4,32,34,0.941176471,TRUE,N,Y
RGUH11X7K80XY,4,28,34,0.823529412,TRUE,N,N
RYPMDP2ACG1P8,4,26,34,0.764705882,TRUE,N,Y
R1HGKLY691AP6Q,4,35,35,1,TRUE,N,Y
R1LXT5QI8Z75UT,4,32,35,0.914285714,TRUE,N,Y
R2BHXQXAG1YWTC,4,27,35,0.771428571,TRUE,N,N
R2E9XMPB5D4WEF,4,28,35,0.8,TRUE,N,N
R33OZAT04LJRKC,4,32,35,0.914285714,TRUE,N,Y
RF2BVPXW09CDQ,4,31,35,0.885714286,TRUE,N,N
RS6MFW6KSH2UM,4,31,35,0.885714286,TRUE,N,N
R10F9WFMKCW6RD,4,31,36,0.861111111,TRUE,N,Y
R1EL3V12DX4UM0,4,34,36,0.944444444,TRUE,N,N
R1YUGEXQOPR8SY,4,30,36,0.833333333,TRUE,N,N
R1ZPAAY52D3CFW,4,20,36,0.555555556,TRUE,N,N
R2WVYFFUNQEYY1,4,28,36,0.777777778,TRUE,N,N
R3PZOXA5X1U8KW,4,31,36,0.861111111,TRUE,N,N
RRI7145ZMD6N2,4,29,36,0.805555556,TRUE,N,N
R24GK1GL6S8UH9,4,22,37,0.594594595,TRUE,N,Y
R29JHOXU4LZ484,4,21,37,0.567567568,TRUE,N,Y
R2UU9WP8YPUTVI,4,23,37,0.621621622,TRUE,N,Y
R2VGO5BK9PHL4L,4,21,37,0.567567568,TRUE,N,N
R34DS6L7822ZGM,4,34,37,0.918918919,TRUE,N,N
R3KQ8U1HTKEJL3,4,35,37,0.945945946,TRUE,N,N
R3ROQRXF3186E7,4,36,37,0.972972973,TRUE,N,N
R9ZL8TX5T9TK0,4,34,37,0.918918919,TRUE,N,Y
RDDL160MAW0K5,4,35,37,0.945945946,TRUE,N,Y
REUZ2J4WU2ZXH,4,34,37,0.918918919,TRUE,N,N
RYOMC18APGKWO,4,32,37,0.864864865,TRUE,N,N
R1F3Q1RUFB95FE,4,36,38,0.947368421,TRUE,N,N
R1TUL4FMM4CB12,4,36,38,0.947368421,TRUE,N,Y
R2A5GMI5876EKL,4,29,38,0.763157895,TRUE,N,Y
R2Z32S3TLOCZPC,4,36,38,0.947368421,TRUE,N,Y
R31I0CVD8CVYVT,4,24,38,0.631578947,TRUE,N,Y
R3GN2TPPHWXNQP,4,37,38,0.973684211,TRUE,N,N
R3HVB3F2HYBLFX,4,34,38,0.894736842,TRUE,N,Y
R90O01AT4C0FQ,4,27,38,0.710526316,TRUE,N,N
R2O04IJGGEZCLC,4,38,39,0.974358974,TRUE,N,Y
R2TQPAG88WL9IB,4,27,39,0.692307692,TRUE,N,Y
R2X85FMM1R3G6W,4,22,39,0.564102564,TRUE,N,Y
R3EHO6WMAID1A0,4,37,39,0.948717949,TRUE,N,N
RS2RUGG5MLX5O,4,24,39,0.615384615,TRUE,N,N
R13Q9GW15Y76G8,4,38,40,0.95,TRUE,N,N
R23V4EMI6FG6CN,4,36,40,0.9,TRUE,N,N
R2H47CB3AKE60U,4,30,40,0.75,TRUE,N,Y
R2PBNGSKQP21C1,4,21,40,0.525,TRUE,N,Y
R2W8MT84O1H557,4,29,40,0.725,TRUE,N,Y
R2YD2ZWLESOK5M,4,27,40,0.675,TRUE,N,N
R31YY5H2XEXFFW,4,39,40,0.975,TRUE,N,N
R3AFNYNTQHPHAL,4,39,40,0.975,TRUE,N,Y
R3KUC0LWKR3P44,4,35,40,0.875,TRUE,N,N
R3NY9EWOHUCFDQ,4,35,40,0.875,TRUE,N,N
RI5DYJLBFTMI3,4,34,40,0.85,TRUE,N,Y
RMVSPKGB31CY7,4,36,40,0.9,TRUE,N,Y
R1OKNH7R36GPIW,4,35,41,0.853658537,TRUE,N,N
R1VAALUP7TTJNC,4,35,41,0.853658537,TRUE,N,N
R22Q6EV2ZIWSX8,4,39,41,0.951219512,TRUE,N,N
R2O3Z4JQWWBCFP,4,30,41,0.731707317,TRUE,N,Y
R30O5VR9YVG8KK,4,31,41,0.756097561,TRUE,N,N
RGLMMEYZCVJD4,4,30,41,0.731707317,TRUE,N,N
R1G37ACUJ2X83A,4,37,42,0.880952381,TRUE,N,N
R1MBA4SLFQ37MP,4,37,42,0.880952381,TRUE,N,Y
R1XNV2K3WTZQSZ,4,29,42,0.69047619,TRUE,N,N
R23KN9SYCCLDZQ,4,37,42,0.880952381,TRUE,N,Y
R38NHGXBL78ODX,4,33,42,0.785714286,TRUE,N,N
R3LBVWX6N21F4T,4,29,42,0.69047619,TRUE,N,N
R4UP60DRN22EC,4,34,42,0.80952381,TRUE,N,N
RILH9KRDB89JH,4,37,42,0.880952381,TRUE,N,N
RXPCVLBDY5J3,4,31,42,0.738095238,TRUE,N,Y
R1GBLRZJ8OG030,4,30,43,0.697674419,TRUE,N,N
R1LOHFUXEX3TLW,4,28,43,0.651162791,TRUE,N,Y
R3GISCQV5NEXX4,4,36,43,0.837209302,TRUE,N,N
R1IXNVO7FRF0F3,4,26,44,0.590909091,TRUE,N,Y
R1Z8C0P1R6PQEI,4,39,44,0.886363636,TRUE,N,Y
R21SSBWDKQNY5P,4,33,44,0.75,TRUE,N,N
R2DKPLQ3M1Q83D,4,36,44,0.818181818,TRUE,N,Y
R2DLLQATBWSXPN,4,34,44,0.772727273,TRUE,N,N
RBB51R6S7ZZE3,4,40,44,0.909090909,TRUE,N,Y
R1ER6AS6YBN8SC,4,28,45,0.622222222,TRUE,N,Y
R2JPYVA73CGHGH,4,43,45,0.955555556,TRUE,N,Y
R2Z27BH3P5SWDY,4,38,45,0.844444444,TRUE,N,N
R3T4LTJ189G0LT,4,37,45,0.822222222,TRUE,Y,N
RWQ723EJINWN1,4,35,45,0.777777778,TRUE,N,Y
R1LO2FSJURSEU0,4,36,46,0.782608696,TRUE,N,N
R26CKDHV77DKDT,4,44,46,0.956521739,TRUE,N,Y
R28OYF8AQ2UK73,4,38,46,0.826086957,TRUE,N,N
R29UY009WG2GVJ,4,45,46,0.97826087,TRUE,N,N
R2GYR5BCHP16MF,4,43,46,0.934782609,TRUE,N,Y
R2LBU1YQKR3EI6,4,31,46,0.673913043,TRUE,N,N
R3F0P66086Q8K5,4,36,46,0.782608696,TRUE,N,Y
RJ6IZ5BLBPDKO,4,34,46,0.739130435,TRUE,N,N
RRVQUI6PWA402,4,41,46,0.891304348,TRUE,N,N
RV5OEIX9H2CBX,4,39,46,0.847826087,TRUE,N,N
R1GCSXKHUECHFQ,4,45,47,0.957446809,TRUE,N,Y
R240AI24CZE9GV,4,30,47,0.638297872,TRUE,N,N
R3SJ343ES3UY4I,4,44,47,0.936170213,TRUE,N,N
R2R9LT5TW0SJ3S,4,47,48,0.979166667,TRUE,N,Y
R71TBCTQXQYG0,4,32,48,0.666666667,TRUE,N,N
RMC0XNFPPR5BS,4,46,48,0.958333333,TRUE,N,Y
R1I1F2R62MQZQO,4,45,49,0.918367347,TRUE,N,N
R2DTMVV4ZFK6Q6,4,47,49,0.959183673,TRUE,N,Y
R2KFTORXOM0XBR,4,46,49,0.93877551,TRUE,N,Y
RFFASPI4NUYCR,4,34,49,0.693877551,TRUE,N,N
R1PQWJEII6VMWA,4,32,50,0.64,TRUE,N,Y
RF47L6JY5PZAJ,4,44,50,0.88,TRUE,N,N
RFC9G0S7F1RJB,4,45,50,0.9,TRUE,N,N
R1CDUSOU6KZ5TV,4,49,51,0.960784314,TRUE,N,N
R3CBX89BOQD8RA,4,33,51,0.647058824,TRUE,N,N
R7DGW2IESD4TD,4,49,51,0.960784314,TRUE,N,Y
R163IU0C4NHFEG,4,43,52,0.826923077,TRUE,N,Y
R3M24BMU4BX1EK,4,47,52,0.903846154,TRUE,N,Y
RH1N4WRFSHIW3,4,50,52,0.961538462,TRUE,N,N
R1U2BFV8GUJ8VW,4,48,53,0.905660377,TRUE,N,Y
R1ZFC0G7RQVON,4,53,53,1,TRUE,N,Y
R201C0L2EZFZKZ,4,38,53,0.716981132,TRUE,N,Y
R22LK26Q9U978I,4,51,53,0.962264151,TRUE,N,N
R2WOCW2JMBB1H8,4,46,53,0.867924528,TRUE,N,N
RR36XUVEDGDQV,4,41,53,0.773584906,TRUE,N,Y
R13L0LGFVQMHQS,4,50,54,0.925925926,TRUE,N,N
R2ACQF0RQ8800J,4,41,54,0.759259259,TRUE,N,N
R350PLZT86NQJR,4,46,55,0.836363636,TRUE,N,Y
RDBLZHT5Y3ZGP,4,52,56,0.928571429,TRUE,N,Y
RRN39A52FIZP,4,46,56,0.821428571,TRUE,N,N
R1E8DCT46YKXEH,4,44,57,0.771929825,TRUE,N,N
R1EQB9PG8ZGCOL,4,50,57,0.877192982,TRUE,N,N
R1R7Z3HAJMD5Y3,4,53,57,0.929824561,TRUE,N,N
RTC9UH0X3AX6,4,53,57,0.929824561,TRUE,N,Y
R16SQXA3Z24M81,4,57,58,0.982758621,TRUE,N,N
R2NTX0XKOHMK92,4,51,58,0.879310345,TRUE,N,N
R1HWHB74ISOFQ0,4,44,59,0.745762712,TRUE,N,N
R1OWL603SN8YW2,4,50,59,0.847457627,TRUE,N,N
R1PIZMTX4GIAJA,4,51,59,0.86440678,TRUE,N,Y
R1Q5825YAV18CI,4,56,59,0.949152542,TRUE,N,N
R1ELRHTQJ3K03A,4,56,60,0.933333333,TRUE,N,Y
R1YVU8CLGSC6L,4,55,60,0.916666667,TRUE,N,N
R220X9LH8ZRK96,4,32,60,0.533333333,TRUE,N,Y
R3CF2A2TNTS7U0,4,37,60,0.616666667,TRUE,N,Y
RTFPH1UI2CV0V,4,57,60,0.95,TRUE,N,Y
R1F1575L6QKY36,4,54,62,0.870967742,TRUE,N,N
R2MRABE32RFD9O,4,53,62,0.85483871,TRUE,N,N
R2XCBNW150J14H,4,40,62,0.64516129,TRUE,N,Y
R2UENADSENTIIC,4,57,63,0.904761905,TRUE,N,Y
R2V6SKFNWXHSJL,4,59,63,0.936507937,TRUE,N,N
R1PJ9REVGSPPH9,4,57,64,0.890625,TRUE,N,Y
R2F2H1W5UUGHES,4,57,64,0.890625,TRUE,N,N
R2UFC1LSXPXDWH,4,62,65,0.953846154,TRUE,N,N
R2Z22IS0Q19H7I,4,60,65,0.923076923,TRUE,N,N
R13K1BSYF140PT,4,57,66,0.863636364,TRUE,N,Y
R2OCSP3YM7Y79J,4,59,67,0.880597015,TRUE,N,Y
R3BLDR60Q98QCU,4,60,67,0.895522388,TRUE,N,N
R14LWDFJNQ12Z1,4,63,68,0.926470588,TRUE,N,N
RF8LMWG5POQ6T,4,44,68,0.647058824,TRUE,N,Y
R3G63Z261AY4Q4,4,47,70,0.671428571,TRUE,N,Y
R6X7813G7HOD0,4,67,70,0.957142857,TRUE,N,Y
R376FG23YUFWH5,4,71,71,1,TRUE,N,Y
R7JHLWB1IDGC8,4,60,72,0.833333333,TRUE,N,N
R1ULOFG96F42SZ,4,67,73,0.917808219,TRUE,N,N
R369VEC1JEAAEB,4,73,74,0.986486486,TRUE,N,Y
R3OSYZKKGNKFZ,4,49,74,0.662162162,TRUE,N,N
R1ASI20K8EJ02F,4,66,75,0.88,TRUE,N,N
R1CTCNSZQIN4EY,4,61,75,0.813333333,TRUE,N,Y
R2JLBKUTHAAN0B,4,61,75,0.813333333,TRUE,N,Y
R3D15AIBM4JDC1,4,72,75,0.96,TRUE,N,Y
RNS5MFTD3R9IK,4,70,76,0.921052632,TRUE,N,N
ROHLVZUIV70NB,4,56,76,0.736842105,TRUE,N,N
R2K9E3VPMY27JH,4,73,77,0.948051948,TRUE,N,N
R2AZVWKHBGSE4P,4,70,78,0.897435897,TRUE,N,N
RK3V85I796CJ4,4,69,78,0.884615385,TRUE,N,Y
R13C2HIL3G0O7F,4,74,79,0.936708861,TRUE,N,N
R2V6T3TCCGSKI9,4,73,79,0.924050633,TRUE,N,N
RCJWVBJAE08R0,4,56,81,0.691358025,TRUE,N,N
R2234NRB3MFN36,4,81,82,0.987804878,TRUE,N,Y
RJV1HZJZXN2RG,4,71,82,0.865853659,TRUE,N,N
R2OQWDMRNRQWPK,4,60,83,0.722891566,TRUE,N,N
R2VQM57V6GR0VB,4,76,83,0.915662651,TRUE,N,Y
RM86XOEQ7A2DM,4,71,83,0.855421687,TRUE,N,N
R28756DQCSKRT,4,81,84,0.964285714,TRUE,N,N
R3F2XHPIDU68LT,4,78,84,0.928571429,TRUE,N,N
R1M8MSV0J2TH4X,4,79,86,0.918604651,TRUE,N,Y
R287NXE427GF0Z,4,56,86,0.651162791,TRUE,N,N
R3AYKPX5LK8X9V,4,75,87,0.862068966,TRUE,N,N
R16NPV9C329ON,4,71,89,0.797752809,TRUE,N,Y
RFVL7KA3OAZJY,4,77,89,0.865168539,TRUE,N,N
R2IOCEDZ9FI505,4,77,90,0.855555556,TRUE,N,N
R31AEJWHM9C79G,4,81,91,0.89010989,TRUE,N,Y
R370FUSLLUUGBR,4,86,93,0.924731183,TRUE,N,Y
R7V2ALQF0G141,4,83,93,0.892473118,TRUE,N,N
RQE430E9KQDZV,4,78,94,0.829787234,TRUE,N,N
R2NWRDQXANIO6J,4,81,95,0.852631579,TRUE,N,N
R1CM3BXFXWJM7L,4,92,97,0.948453608,TRUE,N,Y
R1IV07X8LWGRU9,4,81,97,0.835051546,TRUE,N,N
RVUV7VXRGUTDM,4,89,98,0.908163265,TRUE,N,N
R2MY8G2MESQ1U,4,69,99,0.696969697,TRUE,N,Y
R2W23VG5XAUYMP,4,76,103,0.737864078,TRUE,N,Y
R4RHL8TOTLL7D,4,82,103,0.796116505,TRUE,N,N
R2EFN6YNEU7XYG,4,87,105,0.828571429,TRUE,N,Y
R2S8VNJ95BT3HZ,4,97,106,0.91509434,TRUE,N,N
RE8DMJ8CWY5OJ,4,76,106,0.716981132,TRUE,N,N
R19UV6IV5IK6QY,4,96,107,0.897196262,TRUE,N,Y
R1S41I7PHZEMI1,4,75,108,0.694444444,TRUE,N,N
RN8O0OC3A1BKZ,4,97,108,0.898148148,TRUE,N,N
R2DNI1JASE5WB6,4,103,110,0.936363636,TRUE,N,N
R1T00KEAR6PU4B,4,93,112,0.830357143,TRUE,N,N
R35KL6WIWT1EPC,4,107,112,0.955357143,TRUE,N,N
R3FUCL13ZGUKX3,4,105,112,0.9375,TRUE,N,N
R2IQWEUPLY14RA,4,89,113,0.787610619,TRUE,N,Y
R3EL0OVML4I3TE,4,90,114,0.789473684,TRUE,N,N
R1UFHJN6P8LUZ4,4,101,115,0.87826087,TRUE,N,N
R2771VN9AEBGFP,4,108,116,0.931034483,TRUE,N,Y
R3EQJXG8NFXY8L,4,104,116,0.896551724,TRUE,N,Y
R1NK55Q8P8QH8W,4,102,118,0.86440678,TRUE,N,Y
R3PH4T13TB68B6,4,111,118,0.940677966,TRUE,N,N
R2KD8KM0MMYA2Y,4,82,119,0.68907563,TRUE,N,Y
R3Q0CBKOT7TSWR,4,102,119,0.857142857,TRUE,N,N
RC4N9T7MOS4WO,4,120,122,0.983606557,TRUE,N,N
R36EGS9P6DKUJY,4,106,123,0.861788618,TRUE,N,N
R5MSWM0VOEKHG,4,108,123,0.87804878,TRUE,N,N
R1MFCVMPKF4AGY,4,113,125,0.904,TRUE,N,Y
R38B43EFSXF8PS,4,110,125,0.88,TRUE,N,N
RFHSTD26Z89D1,4,123,128,0.9609375,TRUE,N,N
R4QTWBR0ZI97G,4,121,129,0.937984496,TRUE,N,Y
RD1PDAH4AKZMN,4,111,134,0.828358209,TRUE,N,Y
R135BK76OIQF1E,4,117,141,0.829787234,TRUE,N,N
R1Q0XNMRBWPL1J,4,124,143,0.867132867,TRUE,N,Y
R2KH99Y1ZY3KYJ,4,139,144,0.965277778,TRUE,N,N
R2QL2CPQ2KV30C,4,133,145,0.917241379,TRUE,N,N
R1EPX2PJVCJSZS,4,115,151,0.761589404,TRUE,N,N
R2OQHOHT4BD5DP,4,143,152,0.940789474,TRUE,N,Y
R3M15TSGDT7FAP,4,146,168,0.869047619,TRUE,N,N
RMPI9T7U1TJLJ,4,130,168,0.773809524,TRUE,N,Y
R3SE2XL2QU046I,4,164,173,0.947976879,TRUE,N,Y
RP88E2Z1MTMVB,4,114,173,0.658959538,TRUE,N,Y
R1395GXWQ5M5U3,4,155,174,0.890804598,TRUE,N,N
RHN69APF27GRI,4,143,178,0.803370787,TRUE,N,N
R2T2LWBFM7JV5B,4,171,185,0.924324324,TRUE,N,N
R2VU24TZ5LSOKF,4,182,187,0.973262032,TRUE,N,N
R1HR4OYLKZQU18,4,140,189,0.740740741,TRUE,N,Y
R29TQX2FPXI07R,4,170,202,0.841584158,TRUE,N,N
R2ZAXKW82B436Z,4,182,202,0.900990099,TRUE,N,Y
R1VN5FRMS6ULJN,4,175,212,0.825471698,TRUE,N,N
ROLSG47MGVXCA,4,141,220,0.640909091,TRUE,N,Y
R2C44LZ35EVMP1,4,235,248,0.947580645,TRUE,N,N
R2UW0OQTTUW8LC,4,248,249,0.995983936,TRUE,N,Y
R2D90FRCW8CCMX,4,231,250,0.924,TRUE,N,N
R395U8Y655XJU5,4,230,270,0.851851852,TRUE,N,N
R3R8FG6WF43DZ3,4,237,277,0.855595668,TRUE,N,Y
RFQPAJ5SGWQ2U,4,271,281,0.964412811,TRUE,N,N
RLGVIEMANWYZG,4,264,285,0.926315789,TRUE,N,N
R3U3KAWTXXPCP6,4,239,308,0.775974026,TRUE,N,N
R39TLQAU2QWHH6,4,299,309,0.96763754,TRUE,N,N
R4JXERG76DLTD,4,294,315,0.933333333,TRUE,N,N
R5JDKOBN7E9VM,4,277,328,0.844512195,TRUE,N,N
R15S3X1PRC13SK,4,289,331,0.873111782,TRUE,N,N
R3TQVTCN3CICF2,4,371,389,0.953727506,TRUE,N,N
RXQDWG4RPPS9Z,4,395,411,0.96107056,TRUE,N,N
R27KHI6DQH0C2G,4,447,466,0.959227468,TRUE,N,N
R1SDYIPQ6XL141,4,385,490,0.785714286,TRUE,N,N
RLTF0PD693O6R,4,491,510,0.962745098,TRUE,N,N
RU018QR0RLNKU,4,486,544,0.893382353,TRUE,N,N
R1YH4I69M5ELYY,4,5,20,0.25,FALSE,N,Y
R32M9PSRZT7HW8,4,7,20,0.35,FALSE,N,N
R35CIS7D8TSZZQ,4,5,20,0.25,FALSE,N,N
R3B33EF9WYFC99,4,9,20,0.45,FALSE,N,N
R3MLTP62C4APJR,4,1,20,0.05,FALSE,N,Y
RVSIA8TTUJKPI,4,6,20,0.3,FALSE,N,Y
R1N2YS4LFCTIZH,4,8,21,0.380952381,FALSE,N,Y
R1TUOXM1W0IBB8,4,10,21,0.476190476,FALSE,N,N
R1URXDT73LX8L6,4,9,21,0.428571429,FALSE,N,N
R1XCK5RB2HV2NB,4,1,21,0.047619048,FALSE,N,Y
R2ZXXWBQDRS0I9,4,6,21,0.285714286,FALSE,N,N
R2HPHXEK7JZ2O5,4,6,22,0.272727273,FALSE,N,N
R3ROL0K9JO13RN,4,11,22,0.5,FALSE,N,N
R6NCLGS180THG,4,4,22,0.181818182,FALSE,N,N
R7YZ4YWVHHMOM,4,4,22,0.181818182,FALSE,N,N
R8H5O8LHWPKGM,4,11,22,0.5,FALSE,N,Y
RUA5LRTAQO1YQ,4,1,22,0.045454545,FALSE,N,Y
R16CTBGKF81NHC,4,9,23,0.391304348,FALSE,N,N
R1LM3BXZHARB8G,4,9,23,0.391304348,FALSE,N,Y
R26LDOZZJPCDFL,4,3,23,0.130434783,FALSE,N,N
R3CF4K1U5IV3UJ,4,3,23,0.130434783,FALSE,N,N
RVQCCYFL0DS3A,4,3,23,0.130434783,FALSE,N,Y
RZ351PBU2TJT9,4,9,23,0.391304348,FALSE,N,Y
R1DKYUIU9YQC1O,4,4,24,0.166666667,FALSE,N,Y
R1I5YYBHGXK0F4,4,0,24,0,FALSE,N,N
R2JAG24VWYG1NJ,4,12,24,0.5,FALSE,N,N
R30OAKU0BK3EFD,4,3,24,0.125,FALSE,N,Y
R364B7TZCZIOSE,4,4,24,0.166666667,FALSE,N,Y
R3EXMI7C3JEVDB,4,1,24,0.041666667,FALSE,N,Y
R3KZXG1KXZGG2P,4,11,24,0.458333333,FALSE,N,N
R6I2CD972K77U,4,5,25,0.2,FALSE,N,N
RCNICR3J9JG9V,4,6,25,0.24,FALSE,N,N
RNJ9KXNE0HBJW,4,3,25,0.12,FALSE,N,N
R1HU3V8XINVEJE,4,13,26,0.5,FALSE,N,N
R1XOPF4DZOOBW1,4,11,26,0.423076923,FALSE,N,N
R25BR84NZ11JRV,4,3,26,0.115384615,FALSE,N,N
R2EZ6DNA2HMMLT,4,4,26,0.153846154,FALSE,N,N
R2YCLLEEA61PQ3,4,2,26,0.076923077,FALSE,N,Y
R3PJ1RINTRVWMQ,4,2,26,0.076923077,FALSE,N,N
RT5ZH2MP89ZH4,4,8,26,0.307692308,FALSE,N,N
RXRESW56VCHER,4,11,26,0.423076923,FALSE,N,N
RYVFVFHASR9G4,4,6,26,0.230769231,FALSE,N,N
R5S9LX3435PYE,4,12,27,0.444444444,FALSE,N,N
R7S4RC187YKIK,4,12,27,0.444444444,FALSE,N,N
RKWQGRGEBTOEI,4,2,27,0.074074074,FALSE,N,N
R99LTPUW67RE5,4,3,28,0.107142857,FALSE,N,Y
RW1Z2H3WDFNQM,4,14,28,0.5,FALSE,N,N
R1M9PCARMM4HKG,4,7,29,0.24137931,FALSE,N,N
R3455S4MK98TG8,4,9,29,0.310344828,FALSE,N,N
R3SWO33P968RD6,4,1,29,0.034482759,FALSE,N,Y
R1VHDQVQA7A774,4,10,30,0.333333333,FALSE,N,N
RUXI021LPBRJ9,4,8,30,0.266666667,FALSE,N,N
R1CBTWDLK1RAUB,4,4,31,0.129032258,FALSE,N,N
R2Q5QBVKJ6YFEQ,4,2,31,0.064516129,FALSE,N,Y
R2RYJA1P5WMZU4,4,7,31,0.225806452,FALSE,N,N
RZQPZMODMVSWB,4,4,31,0.129032258,FALSE,N,N
R3E4BFD3NV1RDE,4,10,32,0.3125,FALSE,N,N
R3VW7GZKURVSIQ,4,15,32,0.46875,FALSE,N,Y
RTPI01UO88510,4,10,32,0.3125,FALSE,N,N
R2W1YROALLJBE4,4,3,33,0.090909091,FALSE,N,N
R36SWIWOF3A2RA,4,5,33,0.151515152,FALSE,N,N
R1RTW669K3IE81,4,2,34,0.058823529,FALSE,N,N
R2CK4WLZ8WPBBH,4,5,34,0.147058824,FALSE,N,N
R3OECG4X61S29G,4,1,34,0.029411765,FALSE,N,Y
RUNPACCLCMU3U,4,8,34,0.235294118,FALSE,N,N
